.id,Crossnumber,Location,FemalePlotName,Mother,Cycle,MalePlotName,Father,First_Pollination_Date,Bunch_Harvest_Date,Seed_Extraction_Date,Total_Seeds,Embryo_Rescue_Date,Good_Seeds,Number_of_Embryo_Rescued,Germination_Date,Number_of_Embryo_Germinating
1,NM201811_(136346C2/136357),Arusha,16NM_Huti-white_plot129_r7c3,Huti-white,2,16NM_ITC0609-Pahang_plot168_r8c1,ITC0609 Pahang,2018-11-06,2019-02-22,,,,,,,
1,NM201811_(136354C2/136295),Arusha,16NM_MchareLaini_plot249_r12c4,Mchare Laini,2,16NM_ITC0712-AAcvRose_plot84_r4c1,ITC0712,2018-11-09,,,,,,,,
1,NM201811_(136367C2/136357),Arusha,16NM_Huti-white_plot140_r7c14,Huti-white,2,16NM_ITC0609-Pahang_plot168_r8c1,ITC0609 Pahang,2018-11-07,2019-02-27,,,,,,,
1,NM201811_(136381C3/136283),Arusha,16NM_ITC1468-Kahuti_plot96_r5c12,ITC1468,3,16NM_ITC0609-Pahang_plot127_r7c1,ITC0609 Pahang,2018-11-09,,,,,,,,
1,NM201811_(136390C2/136653),Arusha,16NM_ITC1460-IjihuInkundu_plot335_r16c2,ITC1460,2,16NM_ITC0609-Pahang_plot210_r10c1,ITC0609 Pahang,2018-11-14,,,,,,,,
1,NM201811_(136397C2/136653),Arusha,16NM_ITC1468-Kahuti_plot21_r1c21,ITC1468,2,16NM_ITC0609-Pahang_plot210_r10c1,ITC0609 Pahang,2018-11-14,2019-02-21,,,,,,,
1,NM201811_(136406C2/136706),Arusha,16NM_ITC1460-IjihuInkundu_plot351_r17c15,ITC1460,2,16NM_ITC0712-AAcvRose_plot85_r5c1,ITC0712,2018-11-14,2019-02-28,,,,,,,
1,NM201811_(136429C2/161503),Arusha,16NM_MchareLaini_plot266_r13c14,Mchare Laini,2,Males_ITCO712_Cv_Rose_r2c1_plot21,ITC0712 Cv Rose,2018-11-29,,,,,,,,
1,NM201811_(136433C2/136653),Arusha,16NM_Huti-white_plot107_r6c20,Huti-white,2,16NM_ITC0609-Pahang_plot210_r10c1,ITC0609 Pahang,2018-11-12,,,,,,,,
1,NM201811_(136434C2/136357),Arusha,16NM_ITC1468-Kahuti_plot87_r5c3,ITC1468,2,16NM_ITC0609-Pahang_plot168_r8c1,ITC0609 Pahang,2018-11-08,2019-02-07,,,,,,,
1,NM201811_(136476C2/136392),Arusha,16NM_ITC1460-IjihuInkundu_plot308_r15c14,ITC1460,2,16NM_ITC0712-AAcvRose_plot43_r3c1,ITC0712,2018-11-16,,,,,,,,
1,NM201811_(136484C2/136357),Arusha,16NM_Huti-white_plot122_r6c5,Huti-white,2,16NM_ITC0609-Pahang_plot168_r8c1,ITC0609 Pahang,2018-11-22,2019-03-25,,,,,,,
1,NM201811_(136495C2/136510),Arusha,16NM_MchareLaini_plot235_r12c18,Mchare Laini,2,16NM_ITC0609-Pahang_plot169_r9c1,ITC0609 Pahang,2018-10-30,2019-03-25,,,,,,,
1,NM201811_(136524C2/161584),Arusha,16NM_ITC1468-Kahuti_plot27_r2c16,ITC1468,2,Males_ITC0609_Pahang_r1c11_plot13,ITC0609 Pahang,2018-11-27,,,,,,,,
1,NM201811_(136527C2/136510),Arusha,16NM_MchareLaini_plot190_r10c21,Mchare Laini,2,16NM_ITC0609-Pahang_plot169_r9c1,ITC0609 Pahang,2018-11-02,,,,,,,,
1,NM201811_(136529C2/136510),Arusha,16NM_ITC1468-Kahuti_plot95_r5c11,ITC1468,2,16NM_ITC0609-Pahang_plot169_r9c1,ITC0609 Pahang,2018-11-13,2019-03-19,,,,,,,
1,NM201811_(136554C2/136460),Arusha,16NM_ITC1468-Kahuti_plot81_r4c4,ITC1468,2,16NM_ITC0712-AAcvRose_plot1_r1c1,ITC0712,2018-11-22,,,,,,,,
1,NM201811_(136581C2/136460),Arusha,16NM_ITC1460-IjihuInkundu_plot345_r17c9,ITC1460,2,16NM_ITC0712-AAcvRose_plot1_r1c1,ITC0712,2018-11-02,2019-02-21,,,,,,,
1,NM201811_(136627C2/136460),Arusha,16NM_MchareLaini_plot255_r13c3,Mchare Laini,2,16NM_ITC0712-AAcvRose_plot1_r1c1,ITC0712,2018-11-06,2019-02-07,2019-02-28,14,2019-03-21,7,7,,
1,NM201811_(136628C2/136460),Arusha,16NM_ITC1460-IjihuInkundu_plot297_r15c3,ITC1460,2,16NM_ITC0712-AAcvRose_plot1_r1c1,ITC0712,2018-11-02,,,,,,,,
1,NM201811_(136648C2/136357),Arusha,16NM_ITC1460-IjihuInkundu_plot290_r14c5,ITC1460,2,16NM_ITC0609-Pahang_plot168_r8c1,ITC0609 Pahang,2018-11-06,2019-03-09,,,,,,,
1,NM201811_(136659C2/161503),Arusha,16NM_ITC1468-Kahuti_plot56_r3c14,ITC1468,2,Males_ITCO712_Cv_Rose_r2c1_plot21,ITC0712 Cv Rose,2018-11-29,,,,,,,,
1,NM201811_(136662C2/136706),Arusha,16NM_ITC1460-IjihuInkundu_plot293_r14c2,ITC1460,2,16NM_ITC0712-AAcvRose_plot85_r5c1,ITC0712,2018-11-14,2019-03-07,,,,,,,
1,NM201811_(136675C3/136510),Arusha,16NM_ITC1455-MchareMlelembo_plot403_r20c18,ITC1455-Mchare Mlelembo,3,16NM_ITC0609-Pahang_plot169_r9c1,ITC0609 Pahang,2018-10-30,2019-03-08,,,,,,,
1,NM201811_(136704C2/136510),Arusha,16NM_MchareLaini_plot257_r13c5,Mchare Laini,2,16NM_ITC0609-Pahang_plot169_r9c1,ITC0609 Pahang,2018-11-21,,,,,,,,
1,NM201811_(136712C2/136295),Arusha,16NM_Huti-white_plot111_r6c16,Huti-white,2,16NM_ITC0712-AAcvRose_plot84_r4c1,ITC0712,2018-11-07,,,,,,,,
1,NM201811_(136719C2/136460),Arusha,16NM_ITC1468-Kahuti_plot4_r1c4,ITC1468,2,16NM_ITC0712-AAcvRose_plot1_r1c1,ITC0712,2018-11-01,2019-01-15,,,,,,,
1,NM201811_(136722C2/136357),Arusha,16NM_MchareLaini_plot196_r10c15,Mchare Laini,2,16NM_ITC0609-Pahang_plot168_r8c1,ITC0609 Pahang,2018-11-06,,,,,,,,
1,NM201811_(152445C1/161584),Arusha,16NM_Huti-white_plot715r35c1,Huti-white,1,Males_ITC0609_Pahang_r1c11_plot13,ITC0609 Pahang,2018-11-29,2019-03-21,,,,,,,
1,NM201811_(152770C1/161584),Arusha,16NM_Huti-white_plot757r37c1,Huti-white,1,Males_ITC0609_Pahang_r1c11_plot13,ITC0609 Pahang,2018-11-16,,,,,,,,
1,NM201811_(152936C1/161503),Arusha,16NM_Huti-white_plot673r33c1,Huti-white,1,Males_ITCO712_Cv_Rose_r2c1_plot21,ITC0712 Cv Rose,2018-11-12,2019-03-21,,,,,,,
1,NM201812_(136304C2/136510),Arusha,16NM_ITC1460-IjihuInkundu_plot316_r16c21,ITC1460,2,16NM_ITC0609-Pahang_plot169_r9c1,ITC0609 Pahang,2018-12-31,,,,,,,,
