PlotName,PlotID,TrialName
16NM_Huti-white_plot142_r7c16,136639,2016 NM_Pollination block
16NM_ITC1460-IjihuInkundu_plot330_r16c7,136638,2016 NM_Pollination block
16NM_MchareLaini_plot263_r13c11,136641,2016 NM_Pollination block
16NM_Huti-white_plot167_r8c2,136643,2016 NM_Pollination block
16NM_ITC1455-MchareMlelembo_plot394_r19c16,136642,2016 NM_Pollination block
16NM_ITC1468-Kahuti_plot48_r3c6,136644,2016 NM_Pollination block
16NM_ITC1455-MchareMlelembo_plot360_r18c19,136645,2016 NM_Pollination block
16NM_ITC1455-MchareMlelembo_plot419_r20c2,136646,2016 NM_Pollination block
16NM_Huti-white_plot133_r7c7,136647,2016 NM_Pollination block
16NM_ITC1460-IjihuInkundu_plot290_r14c5,136648,2016 NM_Pollination block
16NM_Huti-white_plot149_r8c20,136650,2016 NM_Pollination block
16NM_Huti-white_plot123_r6c4,136649,2016 NM_Pollination block
16NM_ITC1468-Kahuti_plot50_r3c8,136652,2016 NM_Pollination block
16NM_ITC1460-IjihuInkundu_plot304_r15c10,136651,2016 NM_Pollination block
16NM_ITC0609-Pahang_plot210_r10c1,136653,2016 NM_Pollination block
16NM_ITC1455-MchareMlelembo_plot406_r20c15,136654,2016 NM_Pollination block
16NM_MchareLaini_plot258_r13c6,136656,2016 NM_Pollination block
16NM_ITC1455-MchareMlelembo_plot396_r19c18,136655,2016 NM_Pollination block
16NM_Huti-white_plot173_r9c5,136657,2016 NM_Pollination block
16NM_ITC1468-Kahuti_plot56_r3c14,136659,2016 NM_Pollination block
16NM_ITC1455-MchareMlelembo_plot393_r19c15,136658,2016 NM_Pollination block
16NM_ITC1468-Kahuti_plot66_r4c19,136660,2016 NM_Pollination block
16NM_ITC1468-Kahuti_plot19_r1c19,136661,2016 NM_Pollination block
16NM_ITC1460-IjihuInkundu_plot293_r14c2,136662,2016 NM_Pollination block
16NM_ITC1468-Kahuti_plot54_r3c12,136663,2016 NM_Pollination block
16NM_ITC1460-IjihuInkundu_plot274_r14c21,136665,2016 NM_Pollination block
16NM_ITC1455-MchareMlelembo_plot365_r18c14,136664,2016 NM_Pollination block
16NM_ITC1460-IjihuInkundu_plot306_r15c12,136666,2016 NM_Pollination block
16NM_ITC1468-Kahuti_plot70_r4c15,136667,2016 NM_Pollination block
16NM_ITC1460-IjihuInkundu_plot322_r16c15,136668,2016 NM_Pollination block
16NM_Huti-white_plot166_r8c3,136670,2016 NM_Pollination block
16NM_ITC1460-IjihuInkundu_plot353_r17c17,136669,2016 NM_Pollination block
16NM_ITC1468-Kahuti_plot88_r5c4,136672,2016 NM_Pollination block
16NM_ITC1455-MchareMlelembo_plot375_r18c4,136671,2016 NM_Pollination block
16NM_Huti-white_plot141_r7c15,136674,2016 NM_Pollination block
16NM_ITC1468-Kahuti_plot30_r2c13,136673,2016 NM_Pollination block
16NM_Huti-white_plot128_r7c2,136676,2016 NM_Pollination block
16NM_ITC1455-MchareMlelembo_plot403_r20c18,136675,2016 NM_Pollination block
16NM_ITC0249-Calcutta4_plot252_r12c1,136677,2016 NM_Pollination block
16NM_ITC1468-Kahuti_plot28_r2c15,136678,2016 NM_Pollination block
16NM_Huti-white_plot156_r8c13,136684,2016 NM_Pollination block
16NM_Huti-white_plot134_r7c8,136683,2016 NM_Pollination block
16NM_ITC1468-Kahuti_plot40_r2c3,136682,2016 NM_Pollination block
16NM_ITC1468-Kahuti_plot75_r4c10,136681,2016 NM_Pollination block
16NM_ITC1460-IjihuInkundu_plot283_r14c12,136680,2016 NM_Pollination block
16NM_ITC1460-IjihuInkundu_plot310_r15c16,136679,2016 NM_Pollination block
16NM_MchareLaini_plot250_r12c3,136687,2016 NM_Pollination block
16NM_MchareLaini_plot192_r10c19,136686,2016 NM_Pollination block
16NM_ITC1460-IjihuInkundu_plot303_r15c9,136685,2016 NM_Pollination block
16NM_ITC1468-Kahuti_plot59_r3c17,136689,2016 NM_Pollination block
16NM_ITC0766-Paliama_plot421_r21c1,136688,2016 NM_Pollination block
16NM_MchareLaini_plot215_r11c5,136690,2016 NM_Pollination block
16NM_ITC1460-IjihuInkundu_plot278_r14c17,136691,2016 NM_Pollination block
16NM_Huti-white_plot150_r8c19,136692,2016 NM_Pollination block
16NM_MchareLaini_plot271_r13c19,136693,2016 NM_Pollination block
16NM_Huti-white_plot155_r8c14,136695,2016 NM_Pollination block
16NM_Huti-white_plot130_r7c4,136694,2016 NM_Pollination block
16NM_ITC1468-Kahuti_plot53_r3c11,136697,2016 NM_Pollination block
16NM_ITC1455-MchareMlelembo_plot387_r19c9,136696,2016 NM_Pollination block
16NM_MchareLaini_plot245_r12c8,136698,2016 NM_Pollination block
16NM_MchareLaini_plot267_r13c15,136699,2016 NM_Pollination block
16NM_ITC1460-IjihuInkundu_plot354_r17c18,136700,2016 NM_Pollination block
16NM_MchareLaini_plot219_r11c9,136701,2016 NM_Pollination block
16NM_ITC1460-IjihuInkundu_plot318_r16c19,136702,2016 NM_Pollination block
16NM_ITC1468-Kahuti_plot13_r1c13,136703,2016 NM_Pollination block
16NM_ITC1468-Kahuti_plot105_r5c21,136705,2016 NM_Pollination block
16NM_MchareLaini_plot257_r13c5,136704,2016 NM_Pollination block
16NM_ITC0712-AAcvRose_plot85_r5c1,136706,2016 NM_Pollination block
16NM_Huti-white_plot185_r9c17,136708,2016 NM_Pollination block
16NM_ITC1468-Kahuti_plot3_r1c3,136707,2016 NM_Pollination block
16NM_MchareLaini_plot248_r12c5,136711,2016 NM_Pollination block
16NM_ITC1460-IjihuInkundu_plot332_r16c5,136710,2016 NM_Pollination block
16NM_ITC1455-MchareMlelembo_plot390_r19c12,136709,2016 NM_Pollination block
16NM_Huti-white_plot146_r7c20,136714,2016 NM_Pollination block
16NM_ITC1468-Kahuti_plot9_r1c9,136713,2016 NM_Pollination block
16NM_Huti-white_plot111_r6c16,136712,2016 NM_Pollination block
16NM_ITC1455-MchareMlelembo_plot425_r21c5,136715,2016 NM_Pollination block
16NM_ITC1468-Kahuti_plot38_r2c5,136718,2016 NM_Pollination block
16NM_ITC1460-IjihuInkundu_plot356_r17c20,136717,2016 NM_Pollination block
16NM_ITC1455-MchareMlelembo_plot408_r20c13,136716,2016 NM_Pollination block
16NM_ITC1468-Kahuti_plot4_r1c4,136719,2016 NM_Pollination block
16NM_ITC1468-Kahuti_plot34_r2c9,136720,2016 NM_Pollination block
16NM_Huti-white_plot164_r8c5,136721,2016 NM_Pollination block
16NM_MchareLaini_plot196_r10c15,136722,2016 NM_Pollination block
16NM_MchareLaini_plot242_r12c11,136723,2016 NM_Pollination block
